Type,Scope,Prefix,Tag,Subtag,Suppress-Script,Description,Macrolanguage,Added,Deprecated,Preferred-Value,Comments
language,,,,tmm,,Tai Thanh,,7/29/2009,,,
language,,,,tmn,,Taman (Indonesia),,7/29/2009,,,
language,,,,tmo,,Temoq,,7/29/2009,,,
language,,,,tmp,,Tai Mène,,7/29/2009,2016-05-30,tyj,
language,,,,tmq,,Tumleo,,7/29/2009,,,
language,,,,tmr,,Jewish Babylonian Aramaic (ca. 200-1200 CE),,7/29/2009,,,
language,,,,tms,,Tima,,7/29/2009,,,
language,,,,tmt,,Tasmate,,7/29/2009,,,
language,,,,tmu,,Iau,,7/29/2009,,,
language,,,,tmv,,Tembo (Motembo),,7/29/2009,,,
language,,,,tmw,,Temuan,ms,7/29/2009,,,
language,,,,tmy,,Tami,,7/29/2009,,,
language,,,,tmz,,Tamanaku,,7/29/2009,,,
language,,,,tna,,Tacana,,7/29/2009,,,
language,,,,tnb,,Western Tunebo,,7/29/2009,,,
language,,,,tnc,,Tanimuca-Retuarã,,7/29/2009,,,
language,,,,tnd,,Angosturas Tunebo,,7/29/2009,,,
language,,,,tne,,Tinoc Kallahan,,7/29/2009,2016-05-30,kak,
language,,,,tnf,,Tangshewi,,7/29/2009,2010-03-11,prs,
language,,,,tng,,Tobanga,,7/29/2009,,,
language,,,,tnh,,Maiani,,7/29/2009,,,
language,,,,tni,,Tandia,,7/29/2009,,,
language,,,,tnk,,Kwamera,,7/29/2009,,,
language,,,,tnl,,Lenakel,,7/29/2009,,,
language,,,,tnm,,Tabla,,7/29/2009,,,
language,,,,tnn,,North Tanna,,7/29/2009,,,
language,,,,tno,,Toromono,,7/29/2009,,,
language,,,,tnp,,Whitesands,,7/29/2009,,,
language,,,,tnq,,Taino,,7/29/2009,,,
language,,,,tnr,,Ménik,,7/29/2009,,,
language,,,,tns,,Tenis,,7/29/2009,,,
language,,,,tnt,,Tontemboan,,7/29/2009,,,
language,,,,tnu,,Tay Khang,,7/29/2009,,,
language,,,,tnv,,Tangchangya,,7/29/2009,,,
language,,,,tnw,,Tonsawang,,7/29/2009,,,
language,,,,tnx,,Tanema,,7/29/2009,,,
language,,,,tny,,Tongwe,,7/29/2009,,,
language,,,,tnz,,Ten'edn,,7/29/2009,,,
language,,,,tob,,Toba,,7/29/2009,,,
language,,,,toc,,Coyutla Totonac,,7/29/2009,,,
language,,,,tod,,Toma,,7/29/2009,,,
language,,,,toe,,Tomedes,,7/29/2009,2016-05-30,,
language,,,,tof,,Gizrra,,7/29/2009,,,
language,,,,tog,,Tonga (Nyasa),,10/16/2005,,,
language,,,,toh,,Gitonga,,7/29/2009,,,
language,,,,toi,,Tonga (Zambia),,7/29/2009,,,
language,,,,toj,,Tojolabal,,7/29/2009,,,
language,,,,tol,,Tolowa,,7/29/2009,,,
language,,,,tom,,Tombulu,,7/29/2009,,,
language,,,,too,,Xicotepec De Juárez Totonac,,7/29/2009,,,
language,,,,top,,Papantla Totonac,,7/29/2009,,,
language,,,,toq,,Toposa,,7/29/2009,,,
language,,,,tor,,Togbo-Vara Banda,,7/29/2009,,,
language,,,,tos,,Highland Totonac,,7/29/2009,,,
language,,,,tou,,Tho,,7/29/2009,,,
language,,,,tov,,Upper Taromi,,7/29/2009,,,
language,,,,tow,,Jemez,,7/29/2009,,,
language,,,,tox,,Tobian,,7/29/2009,,,
language,,,,toy,,Topoiyo,,7/29/2009,,,
language,,,,toz,,To,,7/29/2009,,,
language,,,,tpa,,Taupota,,7/29/2009,,,
language,,,,tpc,,"Azoyú Me'phaa, Azoyú Tlapanec",,7/29/2009,,,
language,,,,tpe,,Tippera,,7/29/2009,,,
language,,,,tpf,,Tarpia,,7/29/2009,,,
language,,,,tpg,,Kula,,7/29/2009,,,
language,,,,tpi,Latn,Tok Pisin,,10/16/2005,,,
language,,,,tpj,,Tapieté,,7/29/2009,,,
language,,,,tpk,,Tupinikin,,7/29/2009,,,
language,,,,tpl,,"Tlacoapa Me'phaa, Tlacoapa Tlapanec",,7/29/2009,,,
language,,,,tpm,,Tampulma,,7/29/2009,,,
language,,,,tpn,,Tupinambá,,7/29/2009,,,
language,,,,tpo,,Tai Pao,,7/29/2009,,,
language,,,,tpp,,Pisaflores Tepehua,,7/29/2009,,,
language,,,,tpq,,Tukpa,,7/29/2009,,,
language,,,,tpr,,Tuparí,,7/29/2009,,,
language,,,,tpt,,Tlachichilco Tepehua,,7/29/2009,,,
language,,,,tpu,,Tampuan,,7/29/2009,,,
language,,,,tpv,,Tanapag,,7/29/2009,,,
language,,,,tpw,,Tupí,,7/29/2009,,,
language,,,,tpx,,"Acatepec Me'phaa, Acatepec Tlapanec",,7/29/2009,,,
language,,,,tpy,,Trumai,,7/29/2009,,,
language,,,,tpz,,Tinputz,,7/29/2009,,,
language,,,,tqb,,Tembé,,7/29/2009,,,
language,,,,tql,,Lehali,,7/29/2009,,,
language,,,,tqm,,Turumsa,,7/29/2009,,,
language,,,,tqn,,Tenino,,7/29/2009,,,
language,,,,tqo,,Toaripi,,7/29/2009,,,
language,,,,tqp,,Tomoip,,7/29/2009,,,
language,,,,tqq,,Tunni,,7/29/2009,,,
language,,,,tqr,,Torona,,7/29/2009,,,
language,,,,tqt,,Western Totonac,,7/29/2009,,,
language,,,,tqu,,Touo,,7/29/2009,,,
language,,,,tqw,,Tonkawa,,7/29/2009,,,
language,,,,tra,,Tirahi,,7/29/2009,,,
language,,,,trb,,Terebu,,7/29/2009,,,
language,,,,trc,,Copala Triqui,,7/29/2009,,,
language,,,,trd,,Turi,,7/29/2009,,,
language,,,,tre,,East Tarangan,,7/29/2009,,,
language,,,,trf,,Trinidadian Creole English,,7/29/2009,,,
language,,,,trg,,Lishán Didán,,7/29/2009,,,
language,,,,trh,,Turaka,,7/29/2009,,,
language,,,,tri,,Trió,,7/29/2009,,,
language,,,,trj,,Toram,,7/29/2009,,,
language,collection,,,trk,,Turkic languages,,7/29/2009,,,
language,,,,trl,,Traveller Scottish,,7/29/2009,,,
language,,,,trm,,Tregami,,7/29/2009,,,
language,,,,trn,,Trinitario,,7/29/2009,,,
language,,,,tro,,Tarao Naga,,7/29/2009,,,
language,,,,trp,,Kok Borok,,7/29/2009,,,
language,,,,trq,,San Martín Itunyoso Triqui,,7/29/2009,,,
language,,,,trr,,Taushiro,,7/29/2009,,,
language,,,,trs,,Chicahuaxtla Triqui,,7/29/2009,,,
language,,,,trt,,Tunggare,,7/29/2009,,,
language,,,,tru,,"Turoyo, Surayt",,7/29/2009,,,
language,,,,trv,,Taroko,,7/29/2009,,,
language,,,,trw,,Torwali,,7/29/2009,,,
language,,,,trx,,Tringgus-Sembaan Bidayuh,,7/29/2009,,,
language,,,,try,,Turung,,7/29/2009,,,
language,,,,trz,,Torá,,7/29/2009,,,
language,,,,tsa,,Tsaangi,,7/29/2009,,,
language,,,,tsb,,Tsamai,,7/29/2009,,,
language,,,,tsc,,Tswa,,7/29/2009,,,
language,,,,tsd,,Tsakonian,,7/29/2009,,,
language,,,,tse,,Tunisian Sign Language,,7/29/2009,,,
language,,,,tsf,,Southwestern Tamang,,7/29/2009,2015-02-12,taj,
language,,,,tsg,,Tausug,,7/29/2009,,,
language,,,,tsh,,Tsuvan,,7/29/2009,,,
language,,,,tsi,,Tsimshian,,10/16/2005,,,
language,,,,tsj,,Tshangla,,7/29/2009,,,
language,,,,tsk,,Tseku,,7/29/2009,,,
language,,,,tsl,,Ts'ün-Lao,,7/29/2009,,,
language,,,,tsm,,"Turkish Sign Language, Türk İşaret Dili",,7/29/2009,,,
language,,,,tsp,,Northern Toussian,,7/29/2009,,,
language,,,,tsq,,Thai Sign Language,,7/29/2009,,,
language,,,,tsr,,Akei,,7/29/2009,,,
language,,,,tss,,Taiwan Sign Language,,7/29/2009,,,
language,,,,tst,,Tondi Songway Kiini,,8/16/2011,,,
language,,,,tsu,,Tsou,,7/29/2009,,,
language,,,,tsv,,Tsogo,,7/29/2009,,,
language,,,,tsw,,Tsishingini,,7/29/2009,,,
language,,,,tsx,,Mubami,,7/29/2009,,,
language,,,,tsy,,Tebul Sign Language,,7/29/2009,,,
language,,,,tsz,,Purepecha,,7/29/2009,,,
language,,,,tta,,Tutelo,,7/29/2009,,,
language,,,,ttb,,Gaa,,7/29/2009,,,
language,,,,ttc,,Tektiteko,,7/29/2009,,,
language,,,,ttd,,Tauade,,7/29/2009,,,
language,,,,tte,,Bwanabwana,,7/29/2009,,,
language,,,,ttf,,Tuotomb,,7/29/2009,,,
language,,,,ttg,,Tutong,,7/29/2009,,,
language,,,,tth,,Upper Ta'oih,,7/29/2009,,,
language,,,,tti,,Tobati,,7/29/2009,,,
language,,,,ttj,,Tooro,,7/29/2009,,,
language,,,,ttk,,Totoro,,7/29/2009,,,
language,,,,ttl,,Totela,,7/29/2009,,,
language,,,,ttm,,Northern Tutchone,,7/29/2009,,,
language,,,,ttn,,Towei,,7/29/2009,,,
language,,,,tto,,Lower Ta'oih,,7/29/2009,,,
language,,,,ttp,,Tombelala,,7/29/2009,,,
language,,,,ttq,,Tawallammat Tamajaq,tmh,7/29/2009,,,
language,,,,ttr,,Tera,,7/29/2009,,,
language,,,,tts,,Northeastern Thai,,7/29/2009,,,
language,,,,ttt,,Muslim Tat,,7/29/2009,,,
language,,,,ttu,,Torau,,7/29/2009,,,
language,,,,ttv,,Titan,,7/29/2009,,,
language,,,,ttw,,Long Wat,,7/29/2009,,,
language,,,,tty,,Sikaritai,,7/29/2009,,,
language,,,,ttz,,Tsum,,7/29/2009,,,
language,,,,tua,,Wiarumus,,7/29/2009,,,
language,,,,tub,,Tübatulabal,,7/29/2009,,,
language,,,,tuc,,Mutu,,7/29/2009,,,
language,,,,tud,,Tuxá,,7/29/2009,,,
language,,,,tue,,Tuyuca,,7/29/2009,,,
language,,,,tuf,,Central Tunebo,,7/29/2009,,,
language,,,,tug,,Tunia,,7/29/2009,,,
language,,,,tuh,,Taulil,,7/29/2009,,,
language,,,,tui,,Tupuri,,7/29/2009,,,
language,,,,tuj,,Tugutil,,7/29/2009,,,
language,,,,tul,,Tula,,7/29/2009,,,
language,,,,tum,,Tumbuka,,10/16/2005,,,
language,,,,tun,,Tunica,,7/29/2009,,,
language,,,,tuo,,Tucano,,7/29/2009,,,
language,collection,,,tup,,Tupi languages,,10/16/2005,,,
language,,,,tuq,,Tedaga,,7/29/2009,,,
language,,,,tus,,Tuscarora,,7/29/2009,,,
language,collection,,,tut,,Altaic languages,,10/16/2005,,,
language,,,,tuu,,Tututni,,7/29/2009,,,
language,,,,tuv,,Turkana,,7/29/2009,,,
language,collection,,,tuw,,Tungus languages,,7/29/2009,,,
language,,,,tux,,Tuxináwa,,7/29/2009,,,
language,,,,tuy,,Tugen,kln,7/29/2009,,,
language,,,,tuz,,Turka,,7/29/2009,,,
language,,,,tva,,Vaghua,,7/29/2009,,,
language,,,,tvd,,Tsuvadi,,7/29/2009,,,
language,,,,tve,,Te'un,,7/29/2009,,,
language,,,,tvk,,Southeast Ambrym,,7/29/2009,,,
language,,,,tvl,Latn,Tuvalu,,10/16/2005,,,
language,,,,tvm,,Tela-Masbuar,,7/29/2009,,,
language,,,,tvn,,Tavoyan,,7/29/2009,,,
language,,,,tvo,,Tidore,,7/29/2009,,,
language,,,,tvs,,Taveta,,7/29/2009,,,
language,,,,tvt,,Tutsa Naga,,7/29/2009,,,
language,,,,tvu,,Tunen,,8/12/2012,,,
language,,,,tvw,,Sedoa,,7/29/2009,,,
language,,,,tvy,,Timor Pidgin,,7/29/2009,,,
language,,,,twa,,Twana,,7/29/2009,,,
language,,,,twb,,Western Tawbuid,,7/29/2009,,,
language,,,,twc,,Teshenawa,,7/29/2009,,,
language,,,,twd,,Twents,,7/29/2009,,,
language,,,,twe,,Tewa (Indonesia),,7/29/2009,,,
language,,,,twf,,Northern Tiwa,,7/29/2009,,,
language,,,,twg,,Tereweng,,7/29/2009,,,
language,,,,twh,,Tai Dón,,7/29/2009,,,
language,,,,twl,,Tawara,,7/29/2009,,,
language,,,,twm,,Tawang Monpa,,7/29/2009,,,
language,,,,twn,,Twendi,,7/29/2009,,,
language,,,,two,,Tswapong,,7/29/2009,,,
language,,,,twp,,Ere,,7/29/2009,,,
language,,,,twq,,Tasawaq,,7/29/2009,,,
language,,,,twr,,Southwestern Tarahumara,,7/29/2009,,,
language,,,,twt,,Turiwára,,7/29/2009,,,
language,,,,twu,,Termanu,,7/29/2009,,,
language,,,,tww,,Tuwari,,7/29/2009,,,
language,,,,twx,,Tewe,,7/29/2009,,,
language,,,,twy,,Tawoyan,,7/29/2009,,,
language,,,,txa,,Tombonuo,,7/29/2009,,,
language,,,,txb,,Tokharian B,,7/29/2009,,,
language,,,,txc,,Tsetsaut,,7/29/2009,,,
language,,,,txe,,Totoli,,7/29/2009,,,
language,,,,txg,,Tangut,,7/29/2009,,,
language,,,,txh,,Thracian,,7/29/2009,,,
language,,,,txi,,Ikpeng,,7/29/2009,,,
language,,,,txj,,Tarjumo,,2/12/2015,,,
language,,,,txm,,Tomini,,7/29/2009,,,
language,,,,txn,,West Tarangan,,7/29/2009,,,
language,,,,txo,,Toto,,7/29/2009,,,
language,,,,txq,,Tii,,7/29/2009,,,
language,,,,txr,,Tartessian,,7/29/2009,,,
language,,,,txs,,Tonsea,,7/29/2009,,,
language,,,,txt,,Citak,,7/29/2009,,,
language,,,,txu,,Kayapó,,7/29/2009,,,
language,,,,txx,,Tatana,,7/29/2009,,,
language,,,,txy,,Tanosy Malagasy,mg,7/29/2009,,,
language,,,,tya,,Tauya,,7/29/2009,,,
language,,,,tye,,Kyanga,,7/29/2009,,,
language,,,,tyh,,O'du,,7/29/2009,,,
language,,,,tyi,,Teke-Tsaayi,,7/29/2009,,,
language,,,,tyj,,"Tai Do, Tai Yo",,7/29/2009,,,
language,,,,tyl,,Thu Lao,,7/29/2009,,,
language,,,,tyn,,Kombai,,7/29/2009,,,
language,,,,typ,,Thaypan,,7/29/2009,,,
language,,,,tyr,,Tai Daeng,,7/29/2009,,,
language,,,,tys,,Tày Sa Pa,,7/29/2009,,,
language,,,,tyt,,Tày Tac,,7/29/2009,,,
language,,,,tyu,,Kua,,7/29/2009,,,
language,,,,tyv,,Tuvinian,,10/16/2005,,,
language,,,,tyx,,Teke-Tyee,,7/29/2009,,,
language,,,,tyz,,Tày,,7/29/2009,,,
language,,,,tza,,Tanzanian Sign Language,,7/29/2009,,,
language,,,,tzh,,Tzeltal,,7/29/2009,,,
language,,,,tzj,,Tz'utujil,,7/29/2009,,,
language,,,,tzl,,Talossan,,9/10/2013,,,
language,,,,tzm,,Central Atlas Tamazight,,7/29/2009,,,
language,,,,tzn,,Tugun,,7/29/2009,,,
language,,,,tzo,,Tzotzil,,7/29/2009,,,
language,,,,tzx,,Tabriak,,7/29/2009,,,
language,,,,uam,,Uamué,,7/29/2009,,,
language,,,,uan,,Kuan,,7/29/2009,,,
language,,,,uar,,Tairuma,,7/29/2009,,,
language,,,,uba,,Ubang,,7/29/2009,,,
language,,,,ubi,,Ubi,,7/29/2009,,,
language,,,,ubl,,Buhi'non Bikol,bik,3/11/2010,,,
language,,,,ubr,,Ubir,,7/29/2009,,,
language,,,,ubu,,Umbu-Ungu,,7/29/2009,,,
language,,,,uby,,Ubykh,,7/29/2009,,,
language,,,,uda,,Uda,,7/29/2009,,,
language,,,,ude,,Udihe,,7/29/2009,,,
language,,,,udg,,Muduga,,7/29/2009,,,
language,,,,udi,,Udi,,7/29/2009,,,
language,,,,udj,,Ujir,,7/29/2009,,,
language,,,,udl,,Wuzlam,,7/29/2009,,,
language,,,,udm,,Udmurt,,10/16/2005,,,
language,,,,udu,,Uduk,,7/29/2009,,,
language,,,,ues,,Kioko,,7/29/2009,,,
language,,,,ufi,,Ufim,,7/29/2009,,,
language,,,,uga,,Ugaritic,,10/16/2005,,,
language,,,,ugb,,Kuku-Ugbanh,,7/29/2009,,,
language,,,,uge,,Ughele,,7/29/2009,,,
language,,,,ugn,,Ugandan Sign Language,,7/29/2009,,,
language,,,,ugo,,Ugong,,7/29/2009,,,
language,,,,ugy,,Uruguayan Sign Language,,7/29/2009,,,
language,,,,uha,,Uhami,,7/29/2009,,,
language,,,,uhn,,Damal,,7/29/2009,,,
language,,,,uis,,Uisai,,7/29/2009,,,
language,,,,uiv,,Iyive,,7/29/2009,,,
language,,,,uji,,Tanjijili,,7/29/2009,,,
language,,,,uka,,Kaburi,,7/29/2009,,,
language,,,,ukg,,Ukuriguma,,7/29/2009,,,
language,,,,ukh,,Ukhwejo,,7/29/2009,,,
language,,,,ukk,,Muak Sa-aak,,2/23/2017,,,
language,,,,ukl,,Ukrainian Sign Language,,7/29/2009,,,
language,,,,ukp,,Ukpe-Bayobiri,,7/29/2009,,,
language,,,,ukq,,Ukwa,,7/29/2009,,,
language,,,,uks,,"Urubú-Kaapor Sign Language, Kaapor Sign Language",,7/29/2009,,,
language,,,,uku,,Ukue,,7/29/2009,,,
language,,,,ukw,,Ukwuani-Aboh-Ndoni,,7/29/2009,,,
language,,,,uky,,Kuuk-Yak,,8/12/2012,,,
language,,,,ula,,Fungwa,,7/29/2009,,,
language,,,,ulb,,Ulukwumi,,7/29/2009,,,
language,,,,ulc,,Ulch,,7/29/2009,,,
language,,,,ule,,Lule,,9/10/2013,,,
language,,,,ulf,,"Usku, Afra",,7/29/2009,,,
language,,,,uli,,Ulithian,,7/29/2009,,,
language,,,,ulk,,Meriam,,7/29/2009,,,
language,,,,ull,,Ullatan,,7/29/2009,,,
language,,,,ulm,,Ulumanda',,7/29/2009,,,
language,,,,uln,,Unserdeutsch,,7/29/2009,,,
language,,,,ulu,,Uma' Lung,,7/29/2009,,,
language,,,,ulw,,Ulwa,,3/11/2010,,,
language,,,,uma,,Umatilla,,7/29/2009,,,
language,,,,umb,,Umbundu,,10/16/2005,,,
language,,,,umc,,Marrucinian,,7/29/2009,,,
language,,,,umd,,Umbindhamu,,7/29/2009,,,
language,,,,umg,,Umbuygamu,,7/29/2009,,,
language,,,,umi,,Ukit,,7/29/2009,,,
language,,,,umm,,Umon,,7/29/2009,,,
language,,,,umn,,Makyan Naga,,7/29/2009,,,
language,,,,umo,,Umotína,,7/29/2009,,,
language,,,,ump,,Umpila,,7/29/2009,,,
language,,,,umr,,Umbugarla,,7/29/2009,,,
language,,,,ums,,Pendau,,7/29/2009,,,
language,,,,umu,,Munsee,del,7/29/2009,,,
language,,,,una,,North Watut,,7/29/2009,,,
language,special,,,und,,Undetermined,,10/16/2005,,,
language,,,,une,,Uneme,,7/29/2009,,,
language,,,,ung,,Ngarinyin,,7/29/2009,,,
language,,,,unk,,Enawené-Nawé,,7/29/2009,,,
language,,,,unm,,Unami,del,7/29/2009,,,
language,,,,unn,,Kurnai,,9/10/2013,,,
language,,,,unp,,Worora,,7/29/2009,2012-08-12,,"see wro, xgu"
language,,,,unr,,Mundari,,7/29/2009,,,
language,,,,unu,,Unubahe,,9/10/2013,,,
language,,,,unx,,Munda,,7/29/2009,,,
language,,,,unz,,Unde Kaili,,7/29/2009,,,
language,,,,uok,,Uokha,,7/29/2009,2015-02-12,ema,
language,,,,upi,,Umeda,,7/29/2009,,,
language,,,,upv,,Uripiv-Wala-Rano-Atchin,,7/29/2009,,,
language,,,,ura,,Urarina,,7/29/2009,,,
language,,,,urb,,"Urubú-Kaapor, Kaapor",,7/29/2009,,,
language,,,,urc,,Urningangg,,7/29/2009,,,
language,,,,ure,,Uru,,7/29/2009,,,
language,,,,urf,,Uradhi,,7/29/2009,,,
language,,,,urg,,Urigina,,7/29/2009,,,
language,,,,urh,,Urhobo,,7/29/2009,,,
language,,,,uri,,Urim,,7/29/2009,,,
language,collection,,,urj,,Uralic languages,,7/29/2009,,,
language,,,,urk,,Urak Lawoi',ms,7/29/2009,,,
language,,,,url,,Urali,,7/29/2009,,,
language,,,,urm,,Urapmin,,7/29/2009,,,
language,,,,urn,,Uruangnirin,,7/29/2009,,,
language,,,,uro,,Ura (Papua New Guinea),,7/29/2009,,,
language,,,,urp,,Uru-Pa-In,,7/29/2009,,,
language,,,,urr,,"Lehalurup, Löyöp",,7/29/2009,,,
language,,,,urt,,Urat,,7/29/2009,,,
language,,,,uru,,Urumi,,7/29/2009,,,
language,,,,urv,,Uruava,,7/29/2009,,,
language,,,,urw,,Sop,,7/29/2009,,,
language,,,,urx,,Urimo,,7/29/2009,,,
language,,,,ury,,Orya,,7/29/2009,,,
language,,,,urz,,Uru-Eu-Wau-Wau,,7/29/2009,,,
language,,,,usa,,Usarufa,,7/29/2009,,,
language,,,,ush,,Ushojo,,7/29/2009,,,
language,,,,usi,,Usui,,7/29/2009,,,
language,,,,usk,,Usaghade,,7/29/2009,,,
language,,,,usp,,Uspanteco,,7/29/2009,,,
language,,,,usu,,Uya,,7/29/2009,,,
language,,,,uta,,Otank,,7/29/2009,,,
language,,,,ute,,Ute-Southern Paiute,,7/29/2009,,,
language,,,,utp,,Amba (Solomon Islands),,7/29/2009,,,
language,,,,utr,,Etulo,,7/29/2009,,,
language,,,,utu,,Utu,,7/29/2009,,,
language,,,,uum,,Urum,,7/29/2009,,,
language,,,,uun,,Kulon-Pazeh,,7/29/2009,,,
language,,,,uur,,Ura (Vanuatu),,7/29/2009,,,
language,,,,uuu,,U,,7/29/2009,,,
language,,,,uve,,"West Uvean, Fagauvea",,7/29/2009,,,
language,,,,uvh,,Uri,,7/29/2009,,,
language,,,,uvl,,Lote,,7/29/2009,,,
language,,,,uwa,,Kuku-Uwanh,,7/29/2009,,,
language,,,,uya,,Doko-Uyanga,,7/29/2009,,,
language,,,,uzn,,Northern Uzbek,uz,7/29/2009,,,
language,,,,uzs,,Southern Uzbek,uz,7/29/2009,,,
language,,,,vaa,,Vaagri Booli,,7/29/2009,,,
language,,,,vae,,Vale,,7/29/2009,,,
language,,,,vaf,,Vafsi,,7/29/2009,,,
language,,,,vag,,Vagla,,7/29/2009,,,
language,,,,vah,,Varhadi-Nagpuri,,7/29/2009,,,
language,,,,vai,,Vai,,10/16/2005,,,
language,,,,vaj,,"Sekele, Northwestern !Kung, Northwestern ǃKung, Vasekele",,7/29/2009,,,
language,,,,val,,Vehes,,7/29/2009,,,
language,,,,vam,,Vanimo,,7/29/2009,,,
language,,,,van,,Valman,,7/29/2009,,,
language,,,,vao,,Vao,,7/29/2009,,,
language,,,,vap,,Vaiphei,,7/29/2009,,,
language,,,,var,,Huarijio,,7/29/2009,,,
language,,,,vas,,Vasavi,,7/29/2009,,,
language,,,,vau,,Vanuma,,7/29/2009,,,
language,,,,vav,,Varli,,7/29/2009,,,
language,,,,vay,,Wayu,,7/29/2009,,,
language,,,,vbb,,Southeast Babar,,7/29/2009,,,
language,,,,vbk,,Southwestern Bontok,bnc,3/11/2010,,,
language,,,,vec,,Venetian,,7/29/2009,,,
language,,,,ved,,Veddah,,7/29/2009,,,
language,,,,vel,,Veluws,,7/29/2009,,,
language,,,,vem,,Vemgo-Mabas,,7/29/2009,,,
language,,,,veo,,Ventureño,,7/29/2009,,,
language,,,,vep,,Veps,,7/29/2009,,,
language,,,,ver,,Mom Jango,,7/29/2009,,,
language,,,,vgr,,Vaghri,,7/29/2009,,,
language,,,,vgt,,"Vlaamse Gebarentaal, Flemish Sign Language",,7/29/2009,,,
language,,,,vic,,Virgin Islands Creole English,,7/29/2009,,,
language,,,,vid,,Vidunda,,7/29/2009,,,
language,,,,vif,,Vili,,7/29/2009,,,
language,,,,vig,,Viemo,,7/29/2009,,,
language,,,,vil,,Vilela,,7/29/2009,,,
language,,,,vin,,Vinza,,7/29/2009,,,
language,,,,vis,,Vishavan,,7/29/2009,,,
language,,,,vit,,Viti,,7/29/2009,,,
language,,,,viv,,Iduna,,7/29/2009,,,
language,,,,vka,,Kariyarra,,7/29/2009,,,
language,,,,vki,,Ija-Zuba,,7/29/2009,,,
language,,,,vkj,,Kujarge,,7/29/2009,,,
language,,,,vkk,,Kaur,ms,7/29/2009,,,
language,,,,vkl,,Kulisusu,,7/29/2009,,,
language,,,,vkm,,Kamakan,,7/29/2009,,,
language,,,,vko,,Kodeoha,,7/29/2009,,,
language,,,,vkp,,Korlai Creole Portuguese,,7/29/2009,,,
language,,,,vkt,,Tenggarong Kutai Malay,ms,7/29/2009,,,
language,,,,vku,,Kurrama,,7/29/2009,,,
language,,,,vlp,,Valpei,,7/29/2009,,,
language,,,,vls,,Vlaams,,7/29/2009,,,
language,,,,vma,,Martuyhunira,,7/29/2009,,,
language,,,,vmb,,Barbaram,,7/29/2009,,,
language,,,,vmc,,Juxtlahuaca Mixtec,,7/29/2009,,,
language,,,,vmd,,Mudu Koraga,,7/29/2009,,,
language,,,,vme,,East Masela,,7/29/2009,,,
language,,,,vmf,,Mainfränkisch,,7/29/2009,,,
language,,,,vmg,,Lungalunga,,7/29/2009,,,see also bxf
language,,,,vmh,,Maraghei,,7/29/2009,,,
language,,,,vmi,,Miwa,,7/29/2009,,,
language,,,,vmj,,Ixtayutla Mixtec,,7/29/2009,,,
language,,,,vmk,,Makhuwa-Shirima,,7/29/2009,,,
language,,,,vml,,Malgana,,7/29/2009,,,
language,,,,vmm,,Mitlatongo Mixtec,,7/29/2009,,,
language,,,,vmp,,Soyaltepec Mazatec,,7/29/2009,,,
language,,,,vmq,,Soyaltepec Mixtec,,7/29/2009,,,
language,,,,vmr,,Marenje,,7/29/2009,,,
language,,,,vms,,Moksela,,7/29/2009,,,
language,,,,vmu,,Muluridyi,,7/29/2009,,,
language,,,,vmv,,Valley Maidu,,7/29/2009,,,
language,,,,vmw,,Makhuwa,,7/29/2009,,,
language,,,,vmx,,Tamazola Mixtec,,7/29/2009,,,
language,,,,vmy,,Ayautla Mazatec,,7/29/2009,,,
language,,,,vmz,,Mazatlán Mazatec,,7/29/2009,,,
language,,,,vnk,,"Vano, Lovono",,7/29/2009,,,
language,,,,vnm,,"Vinmavis, Neve'ei",,7/29/2009,,,
language,,,,vnp,,Vunapu,,7/29/2009,,,
language,,,,vor,,Voro,,7/29/2009,,,
language,,,,vot,,Votic,,10/16/2005,,,
language,,,,vra,,Vera'a,,7/29/2009,,,
language,,,,vro,,Võro,et,7/29/2009,,,
language,,,,vrs,,Varisi,,7/29/2009,,,
language,,,,vrt,,"Burmbar, Banam Bay",,7/29/2009,,,
language,,,,vsi,,Moldova Sign Language,,7/29/2009,,,
language,,,,vsl,,Venezuelan Sign Language,,7/29/2009,,,
language,,,,vsv,,"Valencian Sign Language, Llengua de signes valenciana",,7/29/2009,,,
language,,,,vto,,Vitou,,7/29/2009,,,
language,,,,vum,,Vumbu,,7/29/2009,,,
language,,,,vun,,Vunjo,,7/29/2009,,,
language,,,,vut,,Vute,,7/29/2009,,,
language,,,,vwa,,Awa (China),,7/29/2009,,,
language,,,,waa,,Walla Walla,,7/29/2009,,,
language,,,,wab,,Wab,,7/29/2009,,,
language,,,,wac,,Wasco-Wishram,,7/29/2009,,,
language,,,,wad,,Wandamen,,7/29/2009,,,
language,,,,wae,,Walser,,7/29/2009,,,
language,,,,waf,,Wakoná,,7/29/2009,,,
language,,,,wag,,Wa'ema,,7/29/2009,,,
language,,,,wah,,Watubela,,7/29/2009,,,
language,,,,wai,,Wares,,7/29/2009,,,
language,,,,waj,,Waffa,,7/29/2009,,,
language,collection,,,wak,,Wakashan languages,,10/16/2005,,,
language,,,,wal,,"Wolaytta, Wolaitta",,10/16/2005,,,
language,,,,wam,,Wampanoag,,7/29/2009,,,
language,,,,wan,,Wan,,7/29/2009,,,
language,,,,wao,,Wappo,,7/29/2009,,,
language,,,,wap,,Wapishana,,7/29/2009,,,
language,,,,waq,,Wageman,,7/29/2009,,,
language,,,,war,,Waray (Philippines),,10/16/2005,,,
language,,,,was,,Washo,,10/16/2005,,,
